TYPEJOB;DEBUT;FIN;DUREE_SEC;ETAT
jobqualifierAlerteDeploiementUCF;25/07/14 00:02:43;25/07/14 00:02:44;     1;ok
job_alerteDeploiementLotsC;25/07/14 00:02:10;25/07/14 00:02:10;     0;ok
exporterDeltasPhZdr;25/07/14 00:01:45;25/07/14 00:01:47;     2;ok
exporterCompletPhZdr;25/07/14 00:01:10;25/07/14 00:01:17;     7;ok
jobCreerEtudesB;24/07/14 20:16:22;24/07/14 20:16:23;     1;ok
creerAffaires;24/07/14 20:15:53;24/07/14 20:15:54;     1;ok
calculDateAuPlusTard;24/07/14 20:15:00;24/07/14 20:15:30;    30;ok
job_etape3Et4;24/07/14 20:14:24;24/07/14 20:14:24;     0;ok
cleanCouverturesPCE;24/07/14 20:13:48;24/07/14 20:13:48;     0;ok
jobLireEtudesAB;24/07/14 20:13:22;24/07/14 20:13:36;    14;ok
initZddAndPce;24/07/14 20:13:10;24/07/14 20:13:11;     1;ok
lotissementIntvn;24/07/14 20:07:00;24/07/14 20:12:31;   331;ok
chgtStatutIntvn;24/07/14 20:06:19;24/07/14 20:06:19;     0;ok
nbPceALotir;24/07/14 20:02:09;24/07/14 20:05:56;   227;ok
flux13RiCisActivites;24/07/14 19:50:40;24/07/14 19:50:41;     1;ok
flux11RiCisContactBailleur;24/07/14 19:50:10;24/07/14 19:50:11;     1;ok
flux12CisRiActivites;24/07/14 19:40:40;24/07/14 19:40:41;     1;ok
flux10CisRiContactBailleur;24/07/14 19:40:10;24/07/14 19:40:11;     1;ok
flux14CisRiGedATransferer;24/07/14 19:03:20;24/07/14 19:13:24;   604;ok
flux9RiCisBailleur;24/07/14 19:02:54;24/07/14 19:02:55;     1;ok
flux8RiCisBailleur;24/07/14 19:02:20;24/07/14 19:02:21;     1;ok
flux6RiCisBailleur;24/07/14 19:01:53;24/07/14 19:01:53;     0;ok
flux4RiCisBailleur;24/07/14 19:01:38;24/07/14 19:01:39;     1;ok
flux2RiCisBailleur;24/07/14 19:01:23;24/07/14 19:01:24;     1;ok
flux7CisRiPh;24/07/14 19:01:08;24/07/14 19:01:09;     1;ok
flux5CisRiPhBauxHorsCc;24/07/14 19:00:54;24/07/14 19:00:54;     0;ok
flux3CisRiPhBauxCc;24/07/14 19:00:33;24/07/14 19:00:34;     1;ok
flux1CisRiPhCc;24/07/14 19:00:19;24/07/14 19:00:22;     3;ok
jobLireEtudesCDE12;24/07/14 19:00:14;24/07/14 19:00:15;     1;ok
flux13RiCisActivites;24/07/14 18:50:24;24/07/14 18:50:25;     1;ok
flux11RiCisContactBailleur;24/07/14 18:50:11;24/07/14 18:50:12;     1;ok
flux12CisRiActivites;24/07/14 18:40:25;24/07/14 18:40:26;     1;ok
flux10CisRiContactBailleur;24/07/14 18:40:11;24/07/14 18:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 18:04:23;24/07/14 18:13:02;   519;ok
flux9RiCisBailleur;24/07/14 18:03:56;24/07/14 18:03:57;     1;ok
flux8RiCisBailleur;24/07/14 18:03:11;24/07/14 18:03:12;     1;ok
flux6RiCisBailleur;24/07/14 18:02:49;24/07/14 18:02:50;     1;ok
flux4RiCisBailleur;24/07/14 18:02:16;24/07/14 18:02:16;     0;ok
flux2RiCisBailleur;24/07/14 18:01:49;24/07/14 18:01:50;     1;ok
flux7CisRiPh;24/07/14 18:01:26;24/07/14 18:01:28;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 18:01:09;24/07/14 18:01:10;     1;ok
flux3CisRiPhBauxCc;24/07/14 18:00:41;24/07/14 18:00:41;     0;ok
flux1CisRiPhCc;24/07/14 18:00:11;24/07/14 18:00:14;     3;ok
flux13RiCisActivites;24/07/14 17:50:41;24/07/14 17:50:41;     0;ok
flux11RiCisContactBailleur;24/07/14 17:50:11;24/07/14 17:50:12;     1;ok
flux12CisRiActivites;24/07/14 17:40:25;24/07/14 17:40:26;     1;ok
flux10CisRiContactBailleur;24/07/14 17:40:11;24/07/14 17:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 17:04:01;24/07/14 17:13:57;   596;ok
flux9RiCisBailleur;24/07/14 17:03:34;24/07/14 17:03:35;     1;ok
flux8RiCisBailleur;24/07/14 17:03:07;24/07/14 17:03:08;     1;ok
flux6RiCisBailleur;24/07/14 17:02:36;24/07/14 17:02:37;     1;ok
flux4RiCisBailleur;24/07/14 17:02:11;24/07/14 17:02:12;     1;ok
flux2RiCisBailleur;24/07/14 17:01:41;24/07/14 17:01:41;     0;ok
flux7CisRiPh;24/07/14 17:01:25;24/07/14 17:01:27;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 17:01:11;24/07/14 17:01:11;     0;ok
flux3CisRiPhBauxCc;24/07/14 17:00:31;24/07/14 17:00:31;     0;ok
flux1CisRiPhCc;24/07/14 17:00:11;24/07/14 17:00:15;     4;ok
flux13RiCisActivites;24/07/14 16:50:26;24/07/14 16:50:27;     1;ok
flux11RiCisContactBailleur;24/07/14 16:50:11;24/07/14 16:50:11;     0;ok
flux12CisRiActivites;24/07/14 16:40:26;24/07/14 16:40:26;     0;ok
flux10CisRiContactBailleur;24/07/14 16:40:11;24/07/14 16:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 16:03:45;24/07/14 16:12:27;   522;ok
flux9RiCisBailleur;24/07/14 16:03:21;24/07/14 16:03:22;     1;ok
flux8RiCisBailleur;24/07/14 16:03:06;24/07/14 16:03:06;     0;ok
flux6RiCisBailleur;24/07/14 16:02:28;24/07/14 16:02:29;     1;ok
flux4RiCisBailleur;24/07/14 16:02:01;24/07/14 16:02:01;     0;ok
flux2RiCisBailleur;24/07/14 16:01:30;24/07/14 16:01:31;     1;ok
flux7CisRiPh;24/07/14 16:01:15;24/07/14 16:01:17;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 16:00:53;24/07/14 16:00:53;     0;ok
flux3CisRiPhBauxCc;24/07/14 16:00:25;24/07/14 16:00:25;     0;ok
flux1CisRiPhCc;24/07/14 16:00:11;24/07/14 16:00:14;     3;ok
flux13RiCisActivites;24/07/14 15:50:38;24/07/14 15:50:39;     1;ok
flux11RiCisContactBailleur;24/07/14 15:50:11;24/07/14 15:50:12;     1;ok
flux12CisRiActivites;24/07/14 15:40:24;24/07/14 15:40:25;     1;ok
flux10CisRiContactBailleur;24/07/14 15:40:11;24/07/14 15:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 15:03:55;24/07/14 15:14:04;   609;ok
flux9RiCisBailleur;24/07/14 15:03:20;24/07/14 15:03:21;     1;ok
flux8RiCisBailleur;24/07/14 15:02:59;24/07/14 15:03:00;     1;ok
flux6RiCisBailleur;24/07/14 15:02:24;24/07/14 15:02:25;     1;ok
flux4RiCisBailleur;24/07/14 15:01:59;24/07/14 15:02:00;     1;ok
flux2RiCisBailleur;24/07/14 15:01:39;24/07/14 15:01:40;     1;ok
flux7CisRiPh;24/07/14 15:01:10;24/07/14 15:01:12;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 15:00:44;24/07/14 15:00:44;     0;ok
flux3CisRiPhBauxCc;24/07/14 15:00:28;24/07/14 15:00:29;     1;ok
flux1CisRiPhCc;24/07/14 15:00:11;24/07/14 15:00:13;     2;ok
flux13RiCisActivites;24/07/14 14:50:49;24/07/14 14:50:49;     0;ok
flux11RiCisContactBailleur;24/07/14 14:50:11;24/07/14 14:50:12;     1;ok
flux12CisRiActivites;24/07/14 14:40:34;24/07/14 14:40:34;     0;ok
flux10CisRiContactBailleur;24/07/14 14:40:11;24/07/14 14:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 14:03:38;24/07/14 14:12:23;   525;ok
flux9RiCisBailleur;24/07/14 14:03:19;24/07/14 14:03:20;     1;ok
flux8RiCisBailleur;24/07/14 14:02:53;24/07/14 14:02:54;     1;ok
flux6RiCisBailleur;24/07/14 14:02:19;24/07/14 14:02:20;     1;ok
flux4RiCisBailleur;24/07/14 14:01:55;24/07/14 14:01:56;     1;ok
flux2RiCisBailleur;24/07/14 14:01:34;24/07/14 14:01:35;     1;ok
flux7CisRiPh;24/07/14 14:01:16;24/07/14 14:01:19;     3;ok
flux5CisRiPhBauxHorsCc;24/07/14 14:00:54;24/07/14 14:00:55;     1;ok
flux3CisRiPhBauxCc;24/07/14 14:00:29;24/07/14 14:00:30;     1;ok
jobLireEtudesCDE12;24/07/14 14:00:20;24/07/14 14:00:20;     0;ok
flux1CisRiPhCc;24/07/14 14:00:14;24/07/14 14:00:16;     2;ok
flux13RiCisActivites;24/07/14 13:50:24;24/07/14 13:50:24;     0;ok
flux11RiCisContactBailleur;24/07/14 13:50:10;24/07/14 13:50:11;     1;ok
flux12CisRiActivites;24/07/14 13:40:38;24/07/14 13:40:38;     0;ok
flux10CisRiContactBailleur;24/07/14 13:40:10;24/07/14 13:40:10;     0;ok
flux14CisRiGedATransferer;24/07/14 13:04:33;24/07/14 13:15:19;   646;ok
flux9RiCisBailleur;24/07/14 13:03:54;24/07/14 13:03:55;     1;ok
flux8RiCisBailleur;24/07/14 13:03:22;24/07/14 13:03:23;     1;ok
flux6RiCisBailleur;24/07/14 13:02:58;24/07/14 13:02:58;     0;ok
flux4RiCisBailleur;24/07/14 13:02:18;24/07/14 13:02:19;     1;ok
flux2RiCisBailleur;24/07/14 13:02:03;24/07/14 13:02:04;     1;ok
flux7CisRiPh;24/07/14 13:01:48;24/07/14 13:01:50;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 13:01:10;24/07/14 13:01:10;     0;ok
flux3CisRiPhBauxCc;24/07/14 13:00:38;24/07/14 13:00:38;     0;ok
flux1CisRiPhCc;24/07/14 13:00:11;24/07/14 13:00:14;     3;ok
flux13RiCisActivites;24/07/14 12:50:26;24/07/14 12:50:27;     1;ok
flux11RiCisContactBailleur;24/07/14 12:50:10;24/07/14 12:50:11;     1;ok
flux12CisRiActivites;24/07/14 12:40:38;24/07/14 12:40:38;     0;ok
flux10CisRiContactBailleur;24/07/14 12:40:11;24/07/14 12:40:12;     1;ok
flux14CisRiGedATransferer;24/07/14 12:04:10;24/07/14 12:13:12;   542;ok
flux9RiCisBailleur;24/07/14 12:03:41;24/07/14 12:03:42;     1;ok
flux8RiCisBailleur;24/07/14 12:03:19;24/07/14 12:03:19;     0;ok
flux6RiCisBailleur;24/07/14 12:03:03;24/07/14 12:03:04;     1;ok
flux4RiCisBailleur;24/07/14 12:02:20;24/07/14 12:02:21;     1;ok
flux2RiCisBailleur;24/07/14 12:01:55;24/07/14 12:01:56;     1;ok
flux7CisRiPh;24/07/14 12:01:34;24/07/14 12:01:36;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 12:01:11;24/07/14 12:01:12;     1;ok
flux3CisRiPhBauxCc;24/07/14 12:00:38;24/07/14 12:00:38;     0;ok
flux1CisRiPhCc;24/07/14 12:00:11;24/07/14 12:00:13;     2;ok
flux13RiCisActivites;24/07/14 11:50:37;24/07/14 11:50:38;     1;ok
flux11RiCisContactBailleur;24/07/14 11:50:11;24/07/14 11:50:11;     0;ok
flux12CisRiActivites;24/07/14 11:40:24;24/07/14 11:40:24;     0;ok
flux10CisRiContactBailleur;24/07/14 11:40:11;24/07/14 11:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 11:03:47;24/07/14 11:13:27;   580;ok
flux9RiCisBailleur;24/07/14 11:03:20;24/07/14 11:03:21;     1;ok
flux8RiCisBailleur;24/07/14 11:02:58;24/07/14 11:02:59;     1;ok
flux6RiCisBailleur;24/07/14 11:02:20;24/07/14 11:02:21;     1;ok
flux4RiCisBailleur;24/07/14 11:01:53;24/07/14 11:01:54;     1;ok
flux2RiCisBailleur;24/07/14 11:01:23;24/07/14 11:01:24;     1;ok
flux7CisRiPh;24/07/14 11:01:09;24/07/14 11:01:11;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 11:00:43;24/07/14 11:00:44;     1;ok
flux3CisRiPhBauxCc;24/07/14 11:00:28;24/07/14 11:00:29;     1;ok
flux1CisRiPhCc;24/07/14 11:00:11;24/07/14 11:00:13;     2;ok
flux13RiCisActivites;24/07/14 10:50:38;24/07/14 10:50:39;     1;ok
flux11RiCisContactBailleur;24/07/14 10:50:10;24/07/14 10:50:11;     1;ok
flux12CisRiActivites;24/07/14 10:40:43;24/07/14 10:40:44;     1;ok
flux10CisRiContactBailleur;24/07/14 10:40:11;24/07/14 10:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 10:03:58;24/07/14 10:15:08;   670;ok
flux9RiCisBailleur;24/07/14 10:03:20;24/07/14 10:03:21;     1;ok
flux8RiCisBailleur;24/07/14 10:02:54;24/07/14 10:02:55;     1;ok
flux6RiCisBailleur;24/07/14 10:02:31;24/07/14 10:02:32;     1;ok
flux4RiCisBailleur;24/07/14 10:02:10;24/07/14 10:02:11;     1;ok
flux2RiCisBailleur;24/07/14 10:01:43;24/07/14 10:01:43;     0;ok
flux7CisRiPh;24/07/14 10:01:16;24/07/14 10:01:18;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 10:00:56;24/07/14 10:00:57;     1;ok
flux3CisRiPhBauxCc;24/07/14 10:00:28;24/07/14 10:00:28;     0;ok
flux1CisRiPhCc;24/07/14 10:00:10;24/07/14 10:00:15;     5;ok
flux13RiCisActivites;24/07/14 09:50:27;24/07/14 09:50:28;     1;ok
flux11RiCisContactBailleur;24/07/14 09:50:11;24/07/14 09:50:12;     1;ok
flux12CisRiActivites;24/07/14 09:40:24;24/07/14 09:40:25;     1;ok
flux10CisRiContactBailleur;24/07/14 09:40:11;24/07/14 09:40:12;     1;ok
flux14CisRiGedATransferer;24/07/14 09:03:45;24/07/14 09:12:25;   520;ok
flux9RiCisBailleur;24/07/14 09:03:23;24/07/14 09:03:23;     0;ok
flux8RiCisBailleur;24/07/14 09:02:49;24/07/14 09:02:49;     0;ok
flux6RiCisBailleur;24/07/14 09:02:10;24/07/14 09:02:11;     1;ok
flux4RiCisBailleur;24/07/14 09:01:46;24/07/14 09:01:47;     1;ok
flux2RiCisBailleur;24/07/14 09:01:25;24/07/14 09:01:26;     1;ok
flux7CisRiPh;24/07/14 09:01:03;24/07/14 09:01:05;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 09:00:49;24/07/14 09:00:50;     1;ok
flux3CisRiPhBauxCc;24/07/14 09:00:34;24/07/14 09:00:34;     0;ok
flux1CisRiPhCc;24/07/14 09:00:19;24/07/14 09:00:22;     3;ok
jobLireEtudesCDE12;24/07/14 09:00:14;24/07/14 09:00:14;     0;ok
flux13RiCisActivites;24/07/14 08:50:23;24/07/14 08:50:24;     1;ok
flux11RiCisContactBailleur;24/07/14 08:50:10;24/07/14 08:50:11;     1;ok
flux12CisRiActivites;24/07/14 08:40:38;24/07/14 08:40:38;     0;ok
flux10CisRiContactBailleur;24/07/14 08:40:11;24/07/14 08:40:11;     0;ok
flux14CisRiGedATransferer;24/07/14 08:04:14;24/07/14 08:12:45;   511;ok
flux9RiCisBailleur;24/07/14 08:03:50;24/07/14 08:03:51;     1;ok
flux8RiCisBailleur;24/07/14 08:03:10;24/07/14 08:03:11;     1;ok
flux6RiCisBailleur;24/07/14 08:02:41;24/07/14 08:02:42;     1;ok
flux4RiCisBailleur;24/07/14 08:02:10;24/07/14 08:02:11;     1;ok
flux2RiCisBailleur;24/07/14 08:01:51;24/07/14 08:01:52;     1;ok
flux7CisRiPh;24/07/14 08:01:26;24/07/14 08:01:28;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 08:01:04;24/07/14 08:01:05;     1;ok
flux3CisRiPhBauxCc;24/07/14 08:00:28;24/07/14 08:00:29;     1;ok
flux1CisRiPhCc;24/07/14 08:00:11;24/07/14 08:00:13;     2;ok
flux13RiCisActivites;24/07/14 07:50:41;24/07/14 07:50:41;     0;ok
flux11RiCisContactBailleur;24/07/14 07:50:10;24/07/14 07:50:11;     1;ok
flux12CisRiActivites;24/07/14 07:40:23;24/07/14 07:40:23;     0;ok
flux10CisRiContactBailleur;24/07/14 07:40:10;24/07/14 07:40:11;     1;ok
flux14CisRiGedATransferer;24/07/14 07:04:43;24/07/14 07:14:42;   599;ok
flux9RiCisBailleur;24/07/14 07:04:13;24/07/14 07:04:13;     0;ok
flux8RiCisBailleur;24/07/14 07:03:37;24/07/14 07:03:38;     1;ok
flux6RiCisBailleur;24/07/14 07:03:04;24/07/14 07:03:05;     1;ok
flux4RiCisBailleur;24/07/14 07:02:26;24/07/14 07:02:27;     1;ok
flux2RiCisBailleur;24/07/14 07:01:58;24/07/14 07:01:59;     1;ok
flux7CisRiPh;24/07/14 07:01:43;24/07/14 07:01:45;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 07:01:19;24/07/14 07:01:19;     0;ok
flux3CisRiPhBauxCc;24/07/14 07:00:38;24/07/14 07:00:39;     1;ok
flux1CisRiPhCc;24/07/14 07:00:10;24/07/14 07:00:12;     2;ok
flux13RiCisActivites;24/07/14 06:50:27;24/07/14 06:50:28;     1;ok
flux11RiCisContactBailleur;24/07/14 06:50:11;24/07/14 06:50:12;     1;ok
flux12CisRiActivites;24/07/14 06:42:54;24/07/14 06:42:54;     0;ok
flux10CisRiContactBailleur;24/07/14 06:42:12;24/07/14 06:42:12;     0;ok
flux13RiCisActivites;24/07/14 06:40:26;24/07/14 06:40:27;     1;ok
flux11RiCisContactBailleur;24/07/14 06:40:11;24/07/14 06:40:11;     0;ok
flux12CisRiActivites;24/07/14 06:30:40;24/07/14 06:30:41;     1;ok
flux10CisRiContactBailleur;24/07/14 06:30:12;24/07/14 06:30:12;     0;ok
flux14CisRiGedATransferer;24/07/14 06:04:04;24/07/14 06:14:10;   606;ok
flux9RiCisBailleur;24/07/14 06:03:28;24/07/14 06:03:29;     1;ok
flux8RiCisBailleur;24/07/14 06:02:44;24/07/14 06:02:45;     1;ok
flux6RiCisBailleur;24/07/14 06:02:10;24/07/14 06:02:11;     1;ok
flux4RiCisBailleur;24/07/14 06:01:44;24/07/14 06:01:45;     1;ok
flux2RiCisBailleur;24/07/14 06:01:29;24/07/14 06:01:30;     1;ok
flux7CisRiPh;24/07/14 06:01:14;24/07/14 06:01:16;     2;ok
flux5CisRiPhBauxHorsCc;24/07/14 06:00:51;24/07/14 06:00:51;     0;ok
flux3CisRiPhBauxCc;24/07/14 06:00:29;24/07/14 06:00:30;     1;ok
flux1CisRiPhCc;24/07/14 06:00:11;24/07/14 06:00:17;     6;ok
jobqualifierBatchMails;24/07/14 00:02:48;24/07/14 00:02:48;     0;ok
jobqualifierAlerteDeploiementUCF;24/07/14 00:02:23;24/07/14 00:02:24;     1;ok
job_alerteDeploiementLotsC;24/07/14 00:02:03;24/07/14 00:02:03;     0;ok
exporterDeltasPhZdr;24/07/14 00:01:27;24/07/14 00:01:29;     2;ok
exporterCompletPhZdr;24/07/14 00:01:09;24/07/14 00:01:17;     8;ok
jobCreerEtudesB;23/07/14 20:16:58;23/07/14 20:16:59;     1;ok
creerAffaires;23/07/14 20:16:17;23/07/14 20:16:18;     1;ok
calculDateAuPlusTard;23/07/14 20:15:44;23/07/14 20:16:04;    20;ok
job_etape3Et4;23/07/14 20:15:11;23/07/14 20:15:11;     0;ok
cleanCouverturesPCE;23/07/14 20:14:48;23/07/14 20:14:48;     0;ok
jobLireEtudesAB;23/07/14 20:14:18;23/07/14 20:14:36;    18;ok
initZddAndPce;23/07/14 20:13:48;23/07/14 20:13:49;     1;ok
lotissementIntvn;23/07/14 20:07:34;23/07/14 20:13:37;   363;ok
chgtStatutIntvn;23/07/14 20:06:57;23/07/14 20:06:57;     0;ok
nbPceALotir;23/07/14 20:02:10;23/07/14 20:06:44;   274;ok
flux13RiCisActivites;23/07/14 19:50:23;23/07/14 19:50:24;     1;ok
flux11RiCisContactBailleur;23/07/14 19:50:10;23/07/14 19:50:11;     1;ok
flux12CisRiActivites;23/07/14 19:40:43;23/07/14 19:40:44;     1;ok
flux10CisRiContactBailleur;23/07/14 19:40:19;23/07/14 19:40:19;     0;ok
flux14CisRiGedATransferer;23/07/14 19:04:29;23/07/14 19:14:49;   620;ok
flux9RiCisBailleur;23/07/14 19:04:04;23/07/14 19:04:05;     1;ok
flux8RiCisBailleur;23/07/14 19:03:34;23/07/14 19:03:35;     1;ok
flux6RiCisBailleur;23/07/14 19:02:49;23/07/14 19:02:50;     1;ok
flux4RiCisBailleur;23/07/14 19:02:09;23/07/14 19:02:10;     1;ok
flux2RiCisBailleur;23/07/14 19:01:39;23/07/14 19:01:40;     1;ok
flux7CisRiPh;23/07/14 19:01:16;23/07/14 19:01:18;     2;ok
flux5CisRiPhBauxHorsCc;23/07/14 19:00:54;23/07/14 19:00:54;     0;ok
flux3CisRiPhBauxCc;23/07/14 19:00:30;23/07/14 19:00:31;     1;ok
jobLireEtudesCDE12;23/07/14 19:00:24;23/07/14 19:00:24;     0;ok
flux1CisRiPhCc;23/07/14 19:00:14;23/07/14 19:00:16;     2;ok
flux13RiCisActivites;23/07/14 18:50:41;23/07/14 18:50:42;     1;ok
flux11RiCisContactBailleur;23/07/14 18:50:12;23/07/14 18:50:13;     1;ok
flux12CisRiActivites;23/07/14 18:40:26;23/07/14 18:40:27;     1;ok
flux10CisRiContactBailleur;23/07/14 18:40:11;23/07/14 18:40:11;     0;ok
flux14CisRiGedATransferer;23/07/14 18:04:31;23/07/14 18:13:54;   563;ok
flux9RiCisBailleur;23/07/14 18:04:15;23/07/14 18:04:16;     1;ok
flux8RiCisBailleur;23/07/14 18:03:35;23/07/14 18:03:36;     1;ok
flux6RiCisBailleur;23/07/14 18:03:04;23/07/14 18:03:05;     1;ok
flux4RiCisBailleur;23/07/14 18:02:36;23/07/14 18:02:36;     0;ok
flux2RiCisBailleur;23/07/14 18:01:54;23/07/14 18:01:55;     1;ok
flux7CisRiPh;23/07/14 18:01:25;23/07/14 18:01:27;     2;ok
flux5CisRiPhBauxHorsCc;23/07/14 18:01:11;23/07/14 18:01:12;     1;ok
flux3CisRiPhBauxCc;23/07/14 18:00:25;23/07/14 18:00:26;     1;ok
flux1CisRiPhCc;23/07/14 18:00:11;23/07/14 18:00:13;     2;ok
flux13RiCisActivites;23/07/14 17:50:36;23/07/14 17:50:37;     1;ok
flux11RiCisContactBailleur;23/07/14 17:50:10;23/07/14 17:50:11;     1;ok
flux12CisRiActivites;23/07/14 17:40:49;23/07/14 17:40:49;     0;ok
flux10CisRiContactBailleur;23/07/14 17:40:20;23/07/14 17:40:20;     0;ok
flux14CisRiGedATransferer;23/07/14 17:04:45;23/07/14 17:15:18;   633;ok
flux9RiCisBailleur;23/07/14 17:04:20;23/07/14 17:04:21;     1;ok
flux8RiCisBailleur;23/07/14 17:04:05;23/07/14 17:04:06;     1;ok
flux6RiCisBailleur;23/07/14 17:03:24;23/07/14 17:03:25;     1;ok
flux4RiCisBailleur;23/07/14 17:03:04;23/07/14 17:03:05;     1;ok
flux2RiCisBailleur;23/07/14 17:02:24;23/07/14 17:02:25;     1;ok
flux7CisRiPh;23/07/14 17:01:54;23/07/14 17:01:56;     2;ok
flux5CisRiPhBauxHorsCc;23/07/14 17:01:24;23/07/14 17:01:24;     0;ok
flux3CisRiPhBauxCc;23/07/14 17:00:54;23/07/14 17:00:54;     0;ok
flux1CisRiPhCc;23/07/14 17:00:25;23/07/14 17:00:27;     2;ok
flux13RiCisActivites;23/07/14 16:50:25;23/07/14 16:50:26;     1;ok
flux11RiCisContactBailleur;23/07/14 16:50:11;23/07/14 16:50:11;     0;ok
flux12CisRiActivites;23/07/14 16:40:51;23/07/14 16:40:51;     0;ok
flux10CisRiContactBailleur;23/07/14 16:40:24;23/07/14 16:40:25;     1;ok
flux14CisRiGedATransferer;23/07/14 16:04:14;23/07/14 16:13:35;   561;ok
flux9RiCisBailleur;23/07/14 16:03:40;23/07/14 16:03:41;     1;ok
flux8RiCisBailleur;23/07/14 16:03:20;23/07/14 16:03:21;     1;ok
flux6RiCisBailleur;23/07/14 16:03:04;23/07/14 16:03:05;     1;ok
flux4RiCisBailleur;23/07/14 16:02:20;23/07/14 16:02:21;     1;ok
flux2RiCisBailleur;23/07/14 16:01:50;23/07/14 16:01:51;     1;ok
flux7CisRiPh;23/07/14 16:01:26;23/07/14 16:01:28;     2;ok
flux5CisRiPhBauxHorsCc;23/07/14 16:01:11;23/07/14 16:01:12;     1;ok
flux3CisRiPhBauxCc;23/07/14 16:00:30;23/07/14 16:00:31;     1;ok
flux1CisRiPhCc;23/07/14 16:00:11;23/07/14 16:00:15;     4;ok
flux13RiCisActivites;23/07/14 15:50:24;23/07/14 15:50:25;     1;ok
flux11RiCisContactBailleur;23/07/14 15:50:11;23/07/14 15:50:12;     1;ok
flux12CisRiActivites;23/07/14 15:40:41;23/07/14 15:40:42;     1;ok
flux10CisRiContactBailleur;23/07/14 15:40:11;23/07/14 15:40:11;     0;ok
flux14CisRiGedATransferer;23/07/14 15:04:00;23/07/14 15:12:45;   525;ok
flux9RiCisBailleur;23/07/14 15:03:21;23/07/14 15:03:22;     1;ok
flux8RiCisBailleur;23/07/14 15:03:06;23/07/14 15:03:07;     1;ok
flux6RiCisBailleur;23/07/14 15:02:50;23/07/14 15:02:51;     1;ok
flux4RiCisBailleur;23/07/14 15:02:11;23/07/14 15:02:12;     1;ok
flux2RiCisBailleur;23/07/14 15:01:55;23/07/14 15:01:56;     1;ok
flux7CisRiPh;23/07/14 15:01:32;23/07/14 15:01:34;     2;ok
flux5CisRiPhBauxHorsCc;23/07/14 15:00:54;23/07/14 15:00:54;     0;ok
flux3CisRiPhBauxCc;23/07/14 15:00:25;23/07/14 15:00:26;     1;ok
flux1CisRiPhCc;23/07/14 15:00:11;23/07/14 15:00:14;     3;ok
flux13RiCisActivites;23/07/14 14:50:40;23/07/14 14:50:41;     1;ok
flux11RiCisContactBailleur;23/07/14 14:50:10;23/07/14 14:50:11;     1;ok
flux12CisRiActivites;23/07/14 14:40:26;23/07/14 14:40:26;     0;ok
flux10CisRiContactBailleur;23/07/14 14:40:10;23/07/14 14:40:11;     1;ok
flux14CisRiGedATransferer;23/07/14 14:03:21;23/07/14 14:13:42;   621;ok
flux9RiCisBailleur;23/07/14 14:02:52;23/07/14 14:02:53;     1;ok
flux8RiCisBailleur;23/07/14 14:02:19;23/07/14 14:02:19;     0;ok
flux6RiCisBailleur;23/07/14 14:01:58;23/07/14 14:01:59;     1;ok
flux4RiCisBailleur;23/07/14 14:01:30;23/07/14 14:01:31;     1;ok
flux2RiCisBailleur;23/07/14 14:01:15;23/07/14 14:01:16;     1;ok
flux7CisRiPh;23/07/14 14:01:00;23/07/14 14:01:02;     2;ok
flux5CisRiPhBauxHorsCc;23/07/14 14:00:45;23/07/14 14:00:46;     1;ok
flux3CisRiPhBauxCc;23/07/14 14:00:30;23/07/14 14:00:31;     1;ok
jobLireEtudesCDE12;23/07/14 14:00:19;23/07/14 14:00:20;     1;ok
flux1CisRiPhCc;23/07/14 14:00:15;23/07/14 14:00:18;     3;ok
flux13RiCisActivites;23/07/14 13:50:25;23/07/14 13:50:26;     1;ok
flux11RiCisContactBailleur;23/07/14 13:50:10;23/07/14 13:50:11;     1;ok
flux12CisRiActivites;23/07/14 13:40:25;23/07/14 13:40:25;     0;ok
flux10CisRiContactBailleur;23/07/14 13:40:10;23/07/14 13:40:11;     1;ok
flux14CisRiGedATransferer;23/07/14 13:04:59;23/07/14 13:14:57;   598;ok
flux9RiCisBailleur;23/07/14 13:04:20;23/07/14 13:04:20;     0;ok
flux8RiCisBailleur;23/07/14 13:04:04;23/07/14 13:04:05;     1;ok
flux6RiCisBailleur;23/07/14 13:03:25;23/07/14 13:03:26;     1;ok
flux4RiCisBailleur;23/07/14 13:02:57;23/07/14 13:02:58;     1;ok
